id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,points_vor,rank,floor_vor,floor_rank,ceiling_vor,ceiling_rank,points_wk1,points_wk2,points_wk3
0512,Kansas City,Chiefs,KCC,DST,,49,DST,average,106.454714285714,12,0.582785714285706,13.034340117003,84.3,117.2178,11,-7.70571428571428,124,-11.27,128,-8.1482,127,7.5175,7.15,6.78
0512,Kansas City,Chiefs,KCC,DST,,49,DST,robust,105.555,14,1.91125000000001,6.582744,84.3,117.2178,11,-8.79466666666666,130,-11.27,128,-8.1482,127,7.5175,7.15,6.78
0512,Kansas City,Chiefs,KCC,DST,,49,DST,weighted,107.151678467213,12,1.93522887044723,15.9097010974931,78,118.131091860465,11,-5.577406055198,123,-16.2333333333333,128,-3.97643988877654,115,7.5175,7.15,6.78
0513,Oakland,Raiders,OAK,DST,,49,DST,average,80.0061428571429,32,,13.108611615125,58.81,90.5142,17,-34.1542857142857,184,-36.76,189,-34.8518,197,5.855,5.445,5.77
0513,Oakland,Raiders,OAK,DST,,49,DST,robust,80.4375,32,,14.3723244,58.81,90.5142,17,-33.9121666666667,185,-36.76,189,-34.8518,197,5.855,5.445,5.77
0513,Oakland,Raiders,OAK,DST,,49,DST,weighted,80.6703390336016,32,,15.6811919790868,58.3,90.6113872340426,17,-32.0587454888099,186,-35.9333333333333,173,-31.4961445151991,187,5.855,5.445,5.77
0514,Los Angeles,Chargers,LAC,DST,,49,DST,average,109.735,7,1.53207142857143,9.62317416201021,93.021,118.063,5,-4.42542857142857,115,-2.54899999999999,105,-7.303,125,6.69,6.545,7.0575
0514,Los Angeles,Chargers,LAC,DST,,49,DST,robust,110.2925,5,0.178749999999994,6.27139800000001,93.021,118.063,5,-4.05716666666666,114,-2.54899999999999,105,-7.303,125,6.69,6.545,7.0575
0514,Los Angeles,Chargers,LAC,DST,,49,DST,weighted,110.754851619419,4,0.640705291600895,11.6033792590635,90,118.471260869565,5,-1.97423290299263,105,-4.23333333333333,110,-3.63627087967645,114,6.69,6.545,7.0575
0515,Seattle,Seahawks,SEA,DST,,49,DST,average,108.001285714286,9,0.0838571428571555,14.288566378152,87.664,123.9456,10,-6.15914285714285,118,-7.90599999999999,122,-1.4204,104,7.09,6.7325,6.6925
0515,Seattle,Seahawks,SEA,DST,,49,DST,robust,107.54,13,2.7775,10.259592,87.664,123.9456,10,-6.80966666666666,126,-7.90599999999999,122,-1.4204,104,7.09,6.7325,6.6925
0515,Seattle,Seahawks,SEA,DST,,49,DST,weighted,103.935259214339,15,0.890470690677049,10.6031541853545,85,110.535537209302,10,-8.79382530807261,129,-9.23333333333333,117,-11.5719945399393,141,7.09,6.7325,6.6925
0516,Dallas,Cowboys,DAL,DST,,49,DST,average,99.3585714285715,24,0.192071428571438,14.8349381689372,72.55,107.924,13,-14.8018571428571,146,-23.02,157,-17.442,159,5.63,5.9075,6.3825
0516,Dallas,Cowboys,DAL,DST,,49,DST,robust,101.025,22,0.315500000000014,10.22994,72.55,107.924,13,-13.3246666666667,142,-23.02,157,-17.442,159,5.63,5.9075,6.3825
0516,Dallas,Cowboys,DAL,DST,,49,DST,weighted,96.769097114285,24,0.625626559508845,16.6961748463003,68.5,107.479593023256,13,-15.9599874081265,148,-25.7333333333333,155,-14.6279387259859,151,5.63,5.9075,6.3825
0517,New York,Giants,NYG,DST,,49,DST,average,96.8598571428571,28,1.7205,11.7089857069566,75.16,104.908,15,-17.3005714285714,155,-20.41,153,-20.458,169,6.28,6.3425,6.3275
0517,New York,Giants,NYG,DST,,49,DST,robust,96.9175,29,3.92999999999999,9.78516000000001,75.16,104.908,15,-17.4321666666667,152,-20.41,153,-20.458,169,6.28,6.3425,6.3275
